session_id,customer_id,cart_value,status,started_at,last_activity_at
sess_sc_0253,cust_0017,14196.19,completed,2026-09-03T05:33:54.230012,2026-09-03T05:40:12.943297
sess_sc_0254,cust_0060,188.87,abandoned,2026-08-31T08:38:05.828536,2026-08-31T08:48:16.904182
sess_sc_0255,cust_0070,2620.19,completed,2026-08-27T22:02:31.345838,2026-08-27T22:05:11.154733
sess_sc_0256,cust_0015,695.99,completed,2026-09-03T03:58:41.134685,2026-09-03T04:00:27.695001
sess_sc_0257,cust_0063,516.41,abandoned,2026-08-30T07:44:52.226903,2026-08-30T07:47:26.987618
sess_sc_0258,cust_0054,566.32,abandoned,2026-09-03T11:44:13.889627,2026-09-03T11:52:34.911463
sess_sc_0259,cust_0067,597.88,completed,2026-08-27T16:15:28.963872,2026-08-27T16:23:24.063096
sess_sc_0260,cust_0070,1058.35,completed,2026-09-03T08:35:01.811557,2026-09-03T08:38:38.598560
sess_sc_0261,cust_0002,330.11,completed,2026-09-01T00:00:29.623484,2026-09-01T00:02:13.162308
sess_sc_0262,cust_0074,131.11,completed,2026-08-29T08:29:18.911586,2026-08-29T08:36:00.585310
sess_sc_0263,cust_0022,5144.09,completed,2026-08-28T16:29:43.964389,2026-08-28T16:32:00.521148
sess_sc_0264,cust_0017,3175.81,abandoned,2026-09-03T01:23:56.795203,2026-09-03T01:25:25.707345
sess_sc_0265,cust_0025,396.03,completed,2026-08-28T07:11:13.974778,2026-08-28T07:17:56.445332
sess_sc_0266,cust_0060,1868.39,completed,2026-09-01T17:26:35.834805,2026-09-01T17:33:03.788263
sess_sc_0267,cust_0042,2817.32,completed,2026-09-01T14:05:58.596622,2026-09-01T14:10:03.286008
sess_sc_0268,cust_0049,737.55,completed,2026-09-01T03:02:30.647139,2026-09-01T03:09:05.509309
sess_sc_0269,cust_0034,1307.44,completed,2026-08-28T21:24:25.636739,2026-08-28T21:31:11.020076
sess_sc_0270,cust_0069,424.23,abandoned,2026-09-01T10:38:50.069787,2026-09-01T10:44:44.374191
sess_sc_0271,cust_0054,488.31,completed,2026-09-02T08:00:13.241855,2026-09-02T08:07:36.116892
sess_sc_0272,cust_0078,952.72,completed,2026-08-27T12:18:38.518467,2026-08-27T12:20:10.035756
sess_sc_0273,cust_0051,4059.61,completed,2026-08-31T22:57:49.428182,2026-08-31T22:59:49.395559
sess_sc_0274,cust_0077,228.33,abandoned,2026-08-29T18:04:51.850217,2026-08-29T18:12:57.657715
sess_sc_0275,cust_0046,549.01,completed,2026-08-31T19:40:49.657859,2026-08-31T19:48:28.163741
sess_sc_0276,cust_0047,210.58,completed,2026-08-31T09:25:05.517907,2026-08-31T09:28:17.559792
sess_sc_0277,cust_0035,720.25,completed,2026-09-01T18:03:54.872209,2026-09-01T18:07:37.406909
sess_sc_0278,cust_0071,3551.69,abandoned,2026-09-02T16:12:58.149927,2026-09-02T16:20:41.988868
sess_sc_0279,cust_0062,146.87,abandoned,2026-09-02T02:22:12.139369,2026-09-02T02:31:02.963499
sess_sc_0280,cust_0011,24528.0,completed,2026-08-28T19:50:01.605537,2026-08-28T19:55:59.612541
sess_sc_0281,cust_0070,4351.52,completed,2026-08-30T16:54:54.760731,2026-08-30T17:02:24.237003
sess_sc_0282,cust_0022,215.99,abandoned,2026-08-28T22:39:32.427051,2026-08-28T22:42:04.085787
sess_sc_0283,cust_0063,416.89,completed,2026-09-03T07:35:03.420586,2026-09-03T07:39:55.112298
sess_sc_0284,cust_0078,496.65,completed,2026-08-28T07:26:47.748954,2026-08-28T07:31:08.788300
sess_sc_0285,cust_0052,1388.45,completed,2026-08-29T02:46:49.279933,2026-08-29T02:52:19.062141
sess_sc_0286,cust_0057,242.37,completed,2026-08-31T05:44:24.080869,2026-08-31T05:49:15.628315
sess_sc_0287,cust_0075,11718.84,completed,2026-09-02T05:25:48.695013,2026-09-02T05:27:11.968410
sess_sc_0288,cust_0015,268.54,completed,2026-08-30T20:57:31.830008,2026-08-30T21:00:06.527528
sess_sc_0289,cust_0066,2283.16,completed,2026-08-28T05:39:08.805507,2026-08-28T05:44:00.158902
sess_sc_0290,cust_0016,1378.88,completed,2026-08-30T02:59:46.475796,2026-08-30T03:04:55.035343
sess_sc_0291,cust_0074,3908.53,completed,2026-09-02T10:05:43.307391,2026-09-02T10:12:37.169993
sess_sc_0292,cust_0072,1486.6,completed,2026-09-03T05:04:45.685230,2026-09-03T05:11:09.514625
sess_sc_0293,cust_0033,2519.94,completed,2026-08-29T22:36:36.589617,2026-08-29T22:41:05.765602
sess_sc_0294,cust_0069,16067.06,completed,2026-09-01T11:20:06.581966,2026-09-01T11:25:54.278119
sess_sc_0295,cust_0038,1614.13,completed,2026-08-31T07:48:16.508389,2026-08-31T07:52:31.574095
sess_sc_0296,cust_0043,824.46,completed,2026-08-30T06:04:51.873046,2026-08-30T06:11:53.399540
sess_sc_0297,cust_0051,647.69,completed,2026-09-02T14:01:52.631541,2026-09-02T14:06:08.550019
sess_sc_0298,cust_0034,143.35,completed,2026-08-31T08:28:04.331945,2026-08-31T08:35:07.280762
sess_sc_0299,cust_0053,1469.87,completed,2026-09-01T18:17:26.134425,2026-09-01T18:22:28.762981
sess_sc_0300,cust_0040,932.02,completed,2026-09-02T04:06:28.335580,2026-09-02T04:13:37.547359
sess_sc_0301,cust_0063,15715.21,completed,2026-09-03T08:06:22.974839,2026-09-03T08:08:53.335496
sess_sc_0302,cust_0045,604.02,completed,2026-09-03T03:49:31.561204,2026-09-03T03:55:14.019858
sess_sc_0303,cust_0036,2472.63,completed,2026-08-30T17:50:09.434830,2026-08-30T17:56:14.988217
sess_sc_0304,cust_0051,569.87,abandoned,2026-08-31T22:31:21.089197,2026-08-31T22:38:26.216329
sess_sc_0305,cust_0009,590.2,completed,2026-08-31T19:05:36.230652,2026-08-31T19:10:57.992115
sess_sc_0306,cust_0028,2150.36,abandoned,2026-09-05T08:00:00.000000,2026-09-05T08:05:00.000000
sess_sc_0307,cust_0028,1977.83,abandoned,2026-09-05T09:00:00.000000,2026-09-05T09:06:00.000000
sess_sc_0308,cust_0028,817.16,abandoned,2026-09-05T10:00:00.000000,2026-09-05T10:04:00.000000
sess_sc_0309,cust_0028,617.25,abandoned,2026-08-28T13:39:28.171848,2026-08-28T13:43:32.026868
sess_sc_0310,cust_0028,4290.86,completed,2026-08-28T20:23:12.514727,2026-08-28T20:28:30.215505
sess_sc_0311,cust_0071,21784.03,abandoned,2026-09-03T07:35:21.682737,2026-09-03T07:38:20.757344
sess_sc_0312,cust_0039,239.97,abandoned,2026-08-28T01:10:54.107279,2026-08-28T01:19:07.954738
sess_sc_0313,cust_0008,1195.2,completed,2026-09-02T12:09:54.209169,2026-09-02T12:12:24.564979
sess_sc_0314,cust_0053,376.64,completed,2026-08-31T07:47:15.025801,2026-08-31T07:54:50.416919
sess_sc_0315,cust_0076,213.04,completed,2026-09-02T21:43:37.982222,2026-09-02T21:49:21.049080
sess_sc_0316,cust_0034,645.39,completed,2026-08-31T09:33:25.273125,2026-08-31T09:35:55.812090
sess_sc_0317,cust_0065,348.81,completed,2026-09-02T16:52:43.171095,2026-09-02T16:57:07.556851
sess_sc_0318,cust_0039,679.01,abandoned,2026-09-03T04:22:11.579097,2026-09-03T04:26:30.515876
sess_sc_0319,cust_0027,2416.07,abandoned,2026-08-29T03:05:07.005884,2026-08-29T03:11:35.280201
sess_sc_0320,cust_0055,841.89,completed,2026-09-02T06:28:59.783825,2026-09-02T06:35:49.792590
sess_sc_0321,cust_0045,1333.93,abandoned,2026-09-02T23:53:28.739661,2026-09-03T00:04:36.706868
sess_sc_0322,cust_0040,639.85,completed,2026-08-30T11:16:20.859586,2026-08-30T11:18:09.232403
sess_sc_0323,cust_0002,959.94,completed,2026-08-27T17:40:42.426863,2026-08-27T17:46:32.063080
sess_sc_0324,cust_0046,1909.35,completed,2026-09-02T21:11:39.047791,2026-09-02T21:16:19.112059
sess_sc_0325,cust_0050,2064.21,completed,2026-08-28T09:45:06.833085,2026-08-28T09:46:38.912424
sess_sc_0326,cust_0014,738.75,completed,2026-08-30T18:51:30.204397,2026-08-30T18:59:12.658204
sess_sc_0327,cust_0018,311.14,completed,2026-09-01T20:18:24.600157,2026-09-01T20:24:43.890581
sess_sc_0328,cust_0009,2651.36,completed,2026-09-02T06:14:22.021213,2026-09-02T06:20:41.169616
sess_sc_0329,cust_0057,3188.64,completed,2026-08-29T17:34:10.472315,2026-08-29T17:37:26.219776
sess_sc_0330,cust_0040,460.82,completed,2026-09-02T10:38:20.963637,2026-09-02T10:41:16.326577
sess_sc_0331,cust_0007,490.99,abandoned,2026-09-01T00:52:25.343759,2026-09-01T00:57:28.710575
sess_sc_0332,cust_0036,4829.11,completed,2026-09-02T23:06:33.090490,2026-09-02T23:11:06.058973
sess_sc_0333,cust_0059,19080.24,abandoned,2026-08-30T10:30:16.774398,2026-08-30T10:41:16.747369
sess_sc_0334,cust_0073,537.57,abandoned,2026-08-29T22:29:28.707429,2026-08-29T22:31:09.544071
sess_sc_0335,cust_0013,5453.7,abandoned,2026-08-28T19:45:27.272512,2026-08-28T19:53:33.716392
sess_sc_0336,cust_0005,434.59,completed,2026-09-01T18:22:44.595968,2026-09-01T18:24:51.269375
sess_sc_0337,cust_0047,795.93,completed,2026-08-28T01:47:11.829942,2026-08-28T01:48:33.823459
sess_sc_0338,cust_0042,738.76,abandoned,2026-09-03T00:55:36.510532,2026-09-03T01:04:34.174744
sess_sc_0339,cust_0077,664.88,abandoned,2026-08-28T09:17:20.460386,2026-08-28T09:22:11.342106
sess_sc_0340,cust_0050,1159.14,completed,2026-09-02T14:20:10.037077,2026-09-02T14:25:40.304248
sess_sc_0341,cust_0042,4146.72,completed,2026-08-28T19:23:05.842749,2026-08-28T19:28:53.716814
sess_sc_0342,cust_0067,3166.07,abandoned,2026-09-02T20:17:59.646728,2026-09-02T20:22:23.498334
sess_sc_0343,cust_0027,1570.51,completed,2026-09-01T02:35:20.277664,2026-09-01T02:37:25.354637
sess_sc_0344,cust_0037,676.49,completed,2026-08-28T14:08:09.710523,2026-08-28T14:15:20.857033
sess_sc_0345,cust_0004,3777.81,completed,2026-08-29T20:47:45.197238,2026-08-29T20:49:49.983398
sess_sc_0346,cust_0023,3768.73,abandoned,2026-08-28T16:20:02.509714,2026-08-28T16:25:51.374161
sess_sc_0347,cust_0052,4896.14,completed,2026-08-31T22:47:51.714334,2026-08-31T22:54:07.718623
sess_sc_0348,cust_0057,922.12,completed,2026-09-01T20:41:15.019266,2026-09-01T20:48:34.688488
sess_sc_0349,cust_0024,24207.39,completed,2026-08-31T22:12:09.788466,2026-08-31T22:15:08.132594
sess_sc_0350,cust_0048,270.14,abandoned,2026-08-30T23:30:42.032988,2026-08-30T23:38:21.110863
sess_sc_0351,cust_0032,469.59,completed,2026-09-03T03:14:01.654988,2026-09-03T03:20:00.443398
sess_sc_0352,cust_0066,837.45,abandoned,2026-08-28T13:00:14.774118,2026-08-28T13:11:12.276216
sess_sc_0353,cust_0018,1013.4,completed,2026-08-28T16:23:02.944568,2026-08-28T16:30:14.489073
sess_sc_0354,cust_0003,483.93,completed,2026-08-31T14:17:50.351361,2026-08-31T14:19:24.625645
sess_sc_0355,cust_0028,23533.03,completed,2026-09-03T07:15:52.172465,2026-09-03T07:22:24.552333
sess_sc_0356,cust_0017,12573.2,completed,2026-09-03T05:33:54.230012,2026-09-03T05:40:12.943297
sess_sc_0357,cust_0060,174.27,abandoned,2026-08-31T08:38:05.828536,2026-08-31T08:48:16.904182
sess_sc_0358,cust_0070,2421.28,completed,2026-08-27T22:02:31.345838,2026-08-27T22:05:11.154733
sess_sc_0359,cust_0015,911.5,completed,2026-09-03T03:58:41.134685,2026-09-03T04:00:27.695001
sess_sc_0360,cust_0063,607.14,abandoned,2026-08-30T07:44:52.226903,2026-08-30T07:47:26.987618
sess_sc_0361,cust_0054,669.48,abandoned,2026-09-03T11:44:13.889627,2026-09-03T11:52:34.911463
sess_sc_0362,cust_0067,580.27,completed,2026-08-27T16:15:28.963872,2026-08-27T16:23:24.063096
sess_sc_0363,cust_0070,1139.2,completed,2026-09-03T08:35:01.811557,2026-09-03T08:38:38.598560
sess_sc_0364,cust_0002,299.61,completed,2026-09-01T00:00:29.623484,2026-09-01T00:02:13.162308
sess_sc_0365,cust_0074,157.1,completed,2026-08-29T08:29:18.911586,2026-08-29T08:36:00.585310
sess_sc_0366,cust_0022,5494.14,completed,2026-08-28T16:29:43.964389,2026-08-28T16:32:00.521148
sess_sc_0367,cust_0017,2531.57,abandoned,2026-09-03T01:23:56.795203,2026-09-03T01:25:25.707345
sess_sc_0368,cust_0025,330.19,completed,2026-08-28T07:11:13.974778,2026-08-28T07:17:56.445332
sess_sc_0369,cust_0060,1847.04,completed,2026-09-01T17:26:35.834805,2026-09-01T17:33:03.788263
sess_sc_0370,cust_0042,2571.35,completed,2026-09-01T14:05:58.596622,2026-09-01T14:10:03.286008
sess_sc_0371,cust_0049,728.78,completed,2026-09-01T03:02:30.647139,2026-09-01T03:09:05.509309
sess_sc_0372,cust_0034,1360.85,completed,2026-08-28T21:24:25.636739,2026-08-28T21:31:11.020076
sess_sc_0373,cust_0069,386.68,abandoned,2026-09-01T10:38:50.069787,2026-09-01T10:44:44.374191
sess_sc_0374,cust_0054,442.09,completed,2026-09-02T08:00:13.241855,2026-09-02T08:07:36.116892
sess_sc_0375,cust_0078,982.4,completed,2026-08-27T12:18:38.518467,2026-08-27T12:20:10.035756
sess_sc_0376,cust_0051,4166.82,completed,2026-08-31T22:57:49.428182,2026-08-31T22:59:49.395559
sess_sc_0377,cust_0077,210.21,abandoned,2026-08-29T18:04:51.850217,2026-08-29T18:12:57.657715
sess_sc_0378,cust_0046,576.98,completed,2026-08-31T19:40:49.657859,2026-08-31T19:48:28.163741
sess_sc_0379,cust_0047,198.58,completed,2026-08-31T09:25:05.517907,2026-08-31T09:28:17.559792
sess_sc_0380,cust_0035,867.31,completed,2026-09-01T18:03:54.872209,2026-09-01T18:07:37.406909
sess_sc_0381,cust_0071,4029.42,abandoned,2026-09-02T16:12:58.149927,2026-09-02T16:20:41.988868
sess_sc_0382,cust_0062,156.99,abandoned,2026-09-02T02:22:12.139369,2026-09-02T02:31:02.963499
sess_sc_0383,cust_0011,24800.85,completed,2026-08-28T19:50:01.605537,2026-08-28T19:55:59.612541
sess_sc_0384,cust_0070,4911.68,completed,2026-08-30T16:54:54.760731,2026-08-30T17:02:24.237003
sess_sc_0385,cust_0022,203.85,abandoned,2026-08-28T22:39:32.427051,2026-08-28T22:42:04.085787
sess_sc_0386,cust_0063,393.93,completed,2026-09-03T07:35:03.420586,2026-09-03T07:39:55.112298
sess_sc_0387,cust_0078,503.02,completed,2026-08-28T07:26:47.748954,2026-08-28T07:31:08.788300
sess_sc_0388,cust_0052,1329.56,completed,2026-08-29T02:46:49.279933,2026-08-29T02:52:19.062141
sess_sc_0389,cust_0057,213.9,completed,2026-08-31T05:44:24.080869,2026-08-31T05:49:15.628315
sess_sc_0390,cust_0075,12370.29,completed,2026-09-02T05:25:48.695013,2026-09-02T05:27:11.968410
sess_sc_0391,cust_0015,255.22,completed,2026-08-30T20:57:31.830008,2026-08-30T21:00:06.527528
sess_sc_0392,cust_0066,2027.57,completed,2026-08-28T05:39:08.805507,2026-08-28T05:44:00.158902
sess_sc_0393,cust_0016,1278.59,completed,2026-08-30T02:59:46.475796,2026-08-30T03:04:55.035343
sess_sc_0394,cust_0074,4463.39,completed,2026-09-02T10:05:43.307391,2026-09-02T10:12:37.169993
sess_sc_0395,cust_0072,1318.89,completed,2026-09-03T05:04:45.685230,2026-09-03T05:11:09.514625
sess_sc_0396,cust_0033,2769.4,completed,2026-08-29T22:36:36.589617,2026-08-29T22:41:05.765602
sess_sc_0397,cust_0069,15103.9,completed,2026-09-01T11:20:06.581966,2026-09-01T11:25:54.278119
sess_sc_0398,cust_0038,1466.44,completed,2026-08-31T07:48:16.508389,2026-08-31T07:52:31.574095
sess_sc_0399,cust_0043,642.6,completed,2026-08-30T06:04:51.873046,2026-08-30T06:11:53.399540
sess_sc_0400,cust_0051,672.69,completed,2026-09-02T14:01:52.631541,2026-09-02T14:06:08.550019
sess_sc_0401,cust_0034,137.79,completed,2026-08-31T08:28:04.331945,2026-08-31T08:35:07.280762
sess_sc_0402,cust_0053,1612.88,completed,2026-09-01T18:17:26.134425,2026-09-01T18:22:28.762981
sess_sc_0403,cust_0040,910.85,completed,2026-09-02T04:06:28.335580,2026-09-02T04:13:37.547359
sess_sc_0404,cust_0063,15515.81,completed,2026-09-03T08:06:22.974839,2026-09-03T08:08:53.335496
sess_sc_0405,cust_0045,683.64,completed,2026-09-03T03:49:31.561204,2026-09-03T03:55:14.019858
sess_sc_0406,cust_0036,2628.24,completed,2026-08-30T17:50:09.434830,2026-08-30T17:56:14.988217
sess_sc_0407,cust_0051,602.27,abandoned,2026-08-31T22:31:21.089197,2026-08-31T22:38:26.216329
sess_sc_0408,cust_0009,540.01,completed,2026-08-31T19:05:36.230652,2026-08-31T19:10:57.992115
sess_sc_0409,cust_0028,2165.57,abandoned,2026-09-05T08:00:00.000000,2026-09-05T08:05:00.000000
sess_sc_0410,cust_0028,1743.78,abandoned,2026-09-05T09:00:00.000000,2026-09-05T09:06:00.000000
sess_sc_0411,cust_0028,1032.17,abandoned,2026-09-05T10:00:00.000000,2026-09-05T10:04:00.000000
sess_sc_0412,cust_0028,665.71,abandoned,2026-08-28T13:39:28.171848,2026-08-28T13:43:32.026868
sess_sc_0413,cust_0028,4163.9,completed,2026-08-28T20:23:12.514727,2026-08-28T20:28:30.215505
sess_sc_0414,cust_0071,22165.02,abandoned,2026-09-03T07:35:21.682737,2026-09-03T07:38:20.757344
sess_sc_0415,cust_0039,249.62,abandoned,2026-08-28T01:10:54.107279,2026-08-28T01:19:07.954738
sess_sc_0416,cust_0008,1039.61,completed,2026-09-02T12:09:54.209169,2026-09-02T12:12:24.564979
sess_sc_0417,cust_0053,349.88,completed,2026-08-31T07:47:15.025801,2026-08-31T07:54:50.416919
sess_sc_0418,cust_0076,226.54,completed,2026-09-02T21:43:37.982222,2026-09-02T21:49:21.049080
sess_sc_0419,cust_0034,566.11,completed,2026-08-31T09:33:25.273125,2026-08-31T09:35:55.812090
sess_sc_0420,cust_0065,314.52,completed,2026-09-02T16:52:43.171095,2026-09-02T16:57:07.556851
sess_sc_0421,cust_0039,552.51,abandoned,2026-09-03T04:22:11.579097,2026-09-03T04:26:30.515876
sess_sc_0422,cust_0027,2045.29,abandoned,2026-08-29T03:05:07.005884,2026-08-29T03:11:35.280201
sess_sc_0423,cust_0055,825.78,completed,2026-09-02T06:28:59.783825,2026-09-02T06:35:49.792590
sess_sc_0424,cust_0045,1112.8,abandoned,2026-09-02T23:53:28.739661,2026-09-03T00:04:36.706868
sess_sc_0425,cust_0040,813.92,completed,2026-08-30T11:16:20.859586,2026-08-30T11:18:09.232403
sess_sc_0426,cust_0002,860.94,completed,2026-08-27T17:40:42.426863,2026-08-27T17:46:32.063080
sess_sc_0427,cust_0046,2098.93,completed,2026-09-02T21:11:39.047791,2026-09-02T21:16:19.112059
sess_sc_0428,cust_0050,2142.61,completed,2026-08-28T09:45:06.833085,2026-08-28T09:46:38.912424
sess_sc_0429,cust_0014,728.15,completed,2026-08-30T18:51:30.204397,2026-08-30T18:59:12.658204
sess_sc_0430,cust_0018,283.53,completed,2026-09-01T20:18:24.600157,2026-09-01T20:24:43.890581
sess_sc_0431,cust_0009,3177.74,completed,2026-09-02T06:14:22.021213,2026-09-02T06:20:41.169616
sess_sc_0432,cust_0057,3039.03,completed,2026-08-29T17:34:10.472315,2026-08-29T17:37:26.219776
sess_sc_0433,cust_0040,426.93,completed,2026-09-02T10:38:20.963637,2026-09-02T10:41:16.326577
sess_sc_0434,cust_0007,503.92,abandoned,2026-09-01T00:52:25.343759,2026-09-01T00:57:28.710575
sess_sc_0435,cust_0036,4100.41,completed,2026-09-02T23:06:33.090490,2026-09-02T23:11:06.058973
sess_sc_0436,cust_0059,19013.4,abandoned,2026-08-30T10:30:16.774398,2026-08-30T10:41:16.747369
sess_sc_0437,cust_0073,532.83,abandoned,2026-08-29T22:29:28.707429,2026-08-29T22:31:09.544071
sess_sc_0438,cust_0013,5339.75,abandoned,2026-08-28T19:45:27.272512,2026-08-28T19:53:33.716392
sess_sc_0439,cust_0005,457.08,completed,2026-09-01T18:22:44.595968,2026-09-01T18:24:51.269375
sess_sc_0440,cust_0047,877.42,completed,2026-08-28T01:47:11.829942,2026-08-28T01:48:33.823459
sess_sc_0441,cust_0042,661.41,abandoned,2026-09-03T00:55:36.510532,2026-09-03T01:04:34.174744
sess_sc_0442,cust_0077,654.77,abandoned,2026-08-28T09:17:20.460386,2026-08-28T09:22:11.342106
sess_sc_0443,cust_0050,1495.17,completed,2026-09-02T14:20:10.037077,2026-09-02T14:25:40.304248
sess_sc_0444,cust_0042,3806.33,completed,2026-08-28T19:23:05.842749,2026-08-28T19:28:53.716814
sess_sc_0445,cust_0067,3442.39,abandoned,2026-09-02T20:17:59.646728,2026-09-02T20:22:23.498334
sess_sc_0446,cust_0027,1503.59,completed,2026-09-01T02:35:20.277664,2026-09-01T02:37:25.354637
sess_sc_0447,cust_0037,693.38,completed,2026-08-28T14:08:09.710523,2026-08-28T14:15:20.857033
sess_sc_0448,cust_0004,3584.97,completed,2026-08-29T20:47:45.197238,2026-08-29T20:49:49.983398
sess_sc_0449,cust_0023,4369.9,abandoned,2026-08-28T16:20:02.509714,2026-08-28T16:25:51.374161
sess_sc_0450,cust_0052,5487.68,completed,2026-08-31T22:47:51.714334,2026-08-31T22:54:07.718623
sess_sc_0451,cust_0057,1015.31,completed,2026-09-01T20:41:15.019266,2026-09-01T20:48:34.688488
sess_sc_0452,cust_0024,22335.41,completed,2026-08-31T22:12:09.788466,2026-08-31T22:15:08.132594
sess_sc_0453,cust_0048,247.82,abandoned,2026-08-30T23:30:42.032988,2026-08-30T23:38:21.110863
sess_sc_0454,cust_0032,493.81,completed,2026-09-03T03:14:01.654988,2026-09-03T03:20:00.443398
sess_sc_0455,cust_0066,861.63,abandoned,2026-08-28T13:00:14.774118,2026-08-28T13:11:12.276216
sess_sc_0456,cust_0018,977.6,completed,2026-08-28T16:23:02.944568,2026-08-28T16:30:14.489073
sess_sc_0457,cust_0003,402.88,completed,2026-08-31T14:17:50.351361,2026-08-31T14:19:24.625645
sess_sc_0458,cust_0028,21401.76,completed,2026-09-03T07:15:52.172465,2026-09-03T07:22:24.552333
sess_sc_0459,cust_0017,14800.29,completed,2026-09-03T05:33:54.230012,2026-09-03T05:40:12.943297
sess_sc_0460,cust_0060,151.15,abandoned,2026-08-31T08:38:05.828536,2026-08-31T08:48:16.904182
sess_sc_0461,cust_0070,2613.77,completed,2026-08-27T22:02:31.345838,2026-08-27T22:05:11.154733
sess_sc_0462,cust_0015,800.87,completed,2026-09-03T03:58:41.134685,2026-09-03T04:00:27.695001
sess_sc_0463,cust_0063,543.08,abandoned,2026-08-30T07:44:52.226903,2026-08-30T07:47:26.987618
sess_sc_0464,cust_0054,662.75,abandoned,2026-09-03T11:44:13.889627,2026-09-03T11:52:34.911463
sess_sc_0465,cust_0067,531.38,completed,2026-08-27T16:15:28.963872,2026-08-27T16:23:24.063096
sess_sc_0466,cust_0070,1170.82,completed,2026-09-03T08:35:01.811557,2026-09-03T08:38:38.598560
sess_sc_0467,cust_0002,358.26,completed,2026-09-01T00:00:29.623484,2026-09-01T00:02:13.162308
sess_sc_0468,cust_0074,143.15,completed,2026-08-29T08:29:18.911586,2026-08-29T08:36:00.585310
sess_sc_0469,cust_0022,4951.95,completed,2026-08-28T16:29:43.964389,2026-08-28T16:32:00.521148
sess_sc_0470,cust_0017,3026.5,abandoned,2026-09-03T01:23:56.795203,2026-09-03T01:25:25.707345
sess_sc_0471,cust_0025,400.58,completed,2026-08-28T07:11:13.974778,2026-08-28T07:17:56.445332
sess_sc_0472,cust_0060,1791.31,completed,2026-09-01T17:26:35.834805,2026-09-01T17:33:03.788263
sess_sc_0473,cust_0042,2642.73,completed,2026-09-01T14:05:58.596622,2026-09-01T14:10:03.286008
sess_sc_0474,cust_0049,738.96,completed,2026-09-01T03:02:30.647139,2026-09-01T03:09:05.509309
sess_sc_0475,cust_0034,1483.4,completed,2026-08-28T21:24:25.636739,2026-08-28T21:31:11.020076
sess_sc_0476,cust_0069,384.45,abandoned,2026-09-01T10:38:50.069787,2026-09-01T10:44:44.374191
sess_sc_0477,cust_0054,526.04,completed,2026-09-02T08:00:13.241855,2026-09-02T08:07:36.116892
sess_sc_0478,cust_0078,911.67,completed,2026-08-27T12:18:38.518467,2026-08-27T12:20:10.035756
sess_sc_0479,cust_0051,3741.31,completed,2026-08-31T22:57:49.428182,2026-08-31T22:59:49.395559
sess_sc_0480,cust_0077,199.89,abandoned,2026-08-29T18:04:51.850217,2026-08-29T18:12:57.657715
sess_sc_0481,cust_0046,605.92,completed,2026-08-31T19:40:49.657859,2026-08-31T19:48:28.163741
sess_sc_0482,cust_0047,203.07,completed,2026-08-31T09:25:05.517907,2026-08-31T09:28:17.559792
sess_sc_0483,cust_0035,686.73,completed,2026-09-01T18:03:54.872209,2026-09-01T18:07:37.406909
sess_sc_0484,cust_0071,3353.74,abandoned,2026-09-02T16:12:58.149927,2026-09-02T16:20:41.988868
sess_sc_0485,cust_0062,143.29,abandoned,2026-09-02T02:22:12.139369,2026-09-02T02:31:02.963499
sess_sc_0486,cust_0011,28114.34,completed,2026-08-28T19:50:01.605537,2026-08-28T19:55:59.612541
sess_sc_0487,cust_0070,4633.38,completed,2026-08-30T16:54:54.760731,2026-08-30T17:02:24.237003
sess_sc_0488,cust_0022,189.09,abandoned,2026-08-28T22:39:32.427051,2026-08-28T22:42:04.085787
sess_sc_0489,cust_0063,424.39,completed,2026-09-03T07:35:03.420586,2026-09-03T07:39:55.112298
sess_sc_0490,cust_0078,504.24,completed,2026-08-28T07:26:47.748954,2026-08-28T07:31:08.788300
sess_sc_0491,cust_0052,1148.25,completed,2026-08-29T02:46:49.279933,2026-08-29T02:52:19.062141
sess_sc_0492,cust_0057,193.66,completed,2026-08-31T05:44:24.080869,2026-08-31T05:49:15.628315
sess_sc_0493,cust_0075,11999.71,completed,2026-09-02T05:25:48.695013,2026-09-02T05:27:11.968410
sess_sc_0494,cust_0015,241.95,completed,2026-08-30T20:57:31.830008,2026-08-30T21:00:06.527528
sess_sc_0495,cust_0066,1978.56,completed,2026-08-28T05:39:08.805507,2026-08-28T05:44:00.158902
sess_sc_0496,cust_0016,1189.64,completed,2026-08-30T02:59:46.475796,2026-08-30T03:04:55.035343
sess_sc_0497,cust_0074,3954.27,completed,2026-09-02T10:05:43.307391,2026-09-02T10:12:37.169993
sess_sc_0498,cust_0072,1358.07,completed,2026-09-03T05:04:45.685230,2026-09-03T05:11:09.514625
sess_sc_0499,cust_0033,2813.58,completed,2026-08-29T22:36:36.589617,2026-08-29T22:41:05.765602
sess_sc_0500,cust_0069,15129.02,completed,2026-09-01T11:20:06.581966,2026-09-01T11:25:54.278119
sess_sc_0501,cust_0038,1404.22,completed,2026-08-31T07:48:16.508389,2026-08-31T07:52:31.574095
sess_sc_0502,cust_0043,646.8,completed,2026-08-30T06:04:51.873046,2026-08-30T06:11:53.399540
sess_sc_0503,cust_0051,603.04,completed,2026-09-02T14:01:52.631541,2026-09-02T14:06:08.550019
sess_sc_0504,cust_0034,132.9,completed,2026-08-31T08:28:04.331945,2026-08-31T08:35:07.280762
sess_sc_0505,cust_0053,1543.93,completed,2026-09-01T18:17:26.134425,2026-09-01T18:22:28.762981
sess_sc_0506,cust_0040,1050.84,completed,2026-09-02T04:06:28.335580,2026-09-02T04:13:37.547359
