transaction_id,customer_id,amount,payment_method,status,failure_code,failure_source,failure_category,is_disputed,timestamp,retry_count,created_at,last_contact_at
txn_scaled_0256,cust_0046,2786.5,UPI,success,,,,False,2026-08-30T18:49:00.484385,0,,
txn_scaled_0257,cust_0037,6766.69,UPI,success,,,,False,2026-08-29T06:34:40.904686,0,,
txn_scaled_0258,cust_0028,2346.29,wallet,success,,,,False,2026-08-28T11:29:46.966996,0,,
txn_scaled_0259,cust_0050,870.66,netbanking,failed,card_expired,customer,business_decline,False,2026-09-03T09:39:41.997395,0,,
txn_scaled_0260,cust_0047,2941.32,UPI,success,,,,False,2026-09-02T17:47:52.277390,0,,
txn_scaled_0261,cust_0078,859.26,netbanking,failed,insufficient_funds,customer,business_decline,False,2026-09-01T22:48:37.117395,0,,
txn_scaled_0262,cust_0038,842.21,card,failed,authentication_failed,customer,business_decline,False,2026-08-27T12:41:03.123748,0,,
txn_scaled_0263,cust_0069,187.93,UPI,success,,,,False,2026-08-31T13:35:12.139535,0,,
txn_scaled_0264,cust_0062,2130.49,UPI,success,,,,False,2026-08-30T04:34:13.540942,0,,
txn_scaled_0265,cust_0056,3397.21,card,success,,,,False,2026-08-27T20:18:24.233274,0,,
txn_scaled_0266,cust_0045,1166.75,netbanking,success,,,,False,2026-09-03T01:49:39.306072,0,,
txn_scaled_0267,cust_0027,1901.09,UPI,success,,,,False,2026-08-30T00:11:37.138217,0,,
txn_scaled_0268,cust_0016,839.42,card,failed,card_expired,customer,business_decline,False,2026-08-28T23:47:15.645134,0,,
txn_scaled_0269,cust_0076,285.34,netbanking,success,,,,False,2026-09-03T11:31:25.058465,0,,
txn_scaled_0270,cust_0022,880.12,UPI,success,,,,False,2026-09-02T17:31:56.544796,0,,
txn_scaled_0271,cust_0075,2673.91,netbanking,failed,incorrect_otp,customer,business_decline,False,2026-09-01T05:36:23.019805,0,,
txn_scaled_0272,cust_0046,4391.81,card,failed,bank_not_available,gateway,technical_decline,False,2026-08-30T21:46:33.683238,0,,
txn_scaled_0273,cust_0066,23874.6,netbanking,success,,,,False,2026-09-01T09:19:33.977004,0,,
txn_scaled_0274,cust_0054,719.04,UPI,success,,,,False,2026-08-29T16:44:08.234382,0,,
txn_scaled_0275,cust_0008,2205.45,card,success,,,,False,2026-09-02T14:47:59.327393,0,,
txn_scaled_0276,cust_0076,800.14,netbanking,success,,,,False,2026-08-30T18:51:59.224722,0,,
txn_scaled_0277,cust_0070,526.71,card,failed,insufficient_funds,customer,business_decline,False,2026-08-29T10:53:56.018405,0,,
txn_scaled_0278,cust_0012,20639.54,card,success,,,,False,2026-09-01T07:29:30.757922,0,,
txn_scaled_0279,cust_0060,826.72,UPI,success,,,,False,2026-09-03T00:43:17.775239,0,,
txn_scaled_0280,cust_0016,201.05,UPI,success,,,,False,2026-08-30T14:31:46.979100,0,,
txn_scaled_0281,cust_0045,5691.41,UPI,success,,,,False,2026-08-28T09:14:02.261273,0,,
txn_scaled_0282,cust_0036,595.99,UPI,success,,,,False,2026-08-30T07:07:51.976827,0,,
txn_scaled_0283,cust_0001,1211.2,UPI,failed,bank_technical_error,gateway,technical_decline,False,2026-09-03T10:00:00.000000,3,,
txn_scaled_0284,cust_0003,823.14,card,failed,payment_timed_out,gateway,technical_decline,False,2026-09-03T09:00:00.000000,0,,RECENT
txn_scaled_0285,cust_0005,2962.24,netbanking,failed,bank_not_available,gateway,technical_decline,False,2026-09-03T08:00:00.000000,0,2026-07-01T00:00:00.000000,
txn_scaled_0286,cust_0061,1116.98,card,success,,,,False,2026-09-02T00:05:25.633444,0,,
txn_scaled_0287,cust_0033,4369.44,UPI,success,,,,False,2026-08-28T00:20:41.869111,0,,
txn_scaled_0288,cust_0071,165.72,card,success,,,,False,2026-08-29T20:48:20.230532,0,,
txn_scaled_0289,cust_0069,869.68,UPI,success,,,,False,2026-09-03T01:45:32.860771,0,,
txn_scaled_0290,cust_0067,562.88,UPI,success,,,,False,2026-09-02T09:33:04.686142,0,,
txn_scaled_0291,cust_0030,131.84,card,success,,,,False,2026-08-31T16:09:56.546563,0,,
txn_scaled_0292,cust_0010,7919.46,UPI,success,,,,False,2026-08-31T13:34:12.771205,0,,
txn_scaled_0293,cust_0040,366.73,UPI,success,,,,False,2026-09-01T19:54:02.735858,0,,
txn_scaled_0294,cust_0009,601.49,UPI,success,,,,False,2026-09-03T10:26:06.011676,0,,
txn_scaled_0295,cust_0064,227.76,netbanking,success,,,,False,2026-09-01T15:26:46.789159,0,,
txn_scaled_0296,cust_0069,792.97,card,success,,,,False,2026-08-29T13:48:19.053307,0,,
txn_scaled_0297,cust_0038,334.28,UPI,failed,payment_timed_out,gateway,technical_decline,False,2026-08-27T23:27:53.947349,0,,
txn_scaled_0298,cust_0026,24086.08,UPI,failed,insufficient_funds,customer,business_decline,False,2026-08-29T11:26:28.149218,0,,
txn_scaled_0299,cust_0011,186.48,UPI,success,,,,False,2026-08-30T01:26:24.766267,0,,
txn_scaled_0300,cust_0033,1038.97,card,success,,,,False,2026-09-02T08:51:15.220750,0,,
txn_scaled_0301,cust_0019,220.77,netbanking,success,,,,False,2026-08-30T16:20:26.993089,0,,
txn_scaled_0302,cust_0039,723.12,UPI,success,,,,False,2026-08-31T22:44:18.763530,0,,
txn_scaled_0303,cust_0013,4975.27,wallet,success,,,,False,2026-09-01T00:34:55.161785,0,,
txn_scaled_0304,cust_0030,651.86,netbanking,success,,,,False,2026-08-28T10:44:46.474926,0,,
txn_scaled_0305,cust_0042,809.68,UPI,failed,incorrect_otp,customer,business_decline,False,2026-08-29T00:33:32.647130,0,,
txn_scaled_0306,cust_0048,2660.74,card,success,,,,False,2026-08-28T09:28:33.529698,0,,
txn_scaled_0307,cust_0039,2515.31,netbanking,success,,,,False,2026-08-28T18:08:59.596788,0,,
txn_scaled_0308,cust_0035,2607.88,UPI,success,,,,False,2026-08-28T10:47:19.340660,0,,
txn_scaled_0309,cust_0068,712.46,UPI,failed,card_expired,customer,business_decline,False,2026-09-01T04:22:00.559704,0,,
txn_scaled_0310,cust_0044,409.29,card,success,,,,False,2026-08-29T09:36:15.947317,0,,
txn_scaled_0311,cust_0073,4794.55,UPI,failed,authentication_failed,customer,business_decline,False,2026-09-02T04:04:00.357181,0,,
txn_scaled_0312,cust_0025,4450.32,UPI,failed,insufficient_funds,customer,business_decline,True,2026-08-31T22:48:38.853867,0,,
txn_scaled_0313,cust_0038,2939.3,card,success,,,,False,2026-08-30T22:48:12.309559,0,,
txn_scaled_0314,cust_0024,18077.87,card,success,,,,False,2026-08-31T13:21:54.057334,0,,
txn_scaled_0315,cust_0038,724.88,card,success,,,,False,2026-08-31T15:46:45.737935,0,,
txn_scaled_0316,cust_0077,21342.14,card,failed,insufficient_funds,customer,business_decline,False,2026-08-29T22:00:34.038784,0,,
txn_scaled_0317,cust_0021,1346.56,card,success,,,,False,2026-08-29T21:18:47.069425,0,,
txn_scaled_0318,cust_0030,325.64,card,success,,,,False,2026-08-29T18:58:13.178447,0,,
txn_scaled_0319,cust_0060,2835.24,UPI,success,,,,False,2026-08-30T05:18:21.501093,0,,
txn_scaled_0320,cust_0049,705.61,card,success,,,,False,2026-08-31T00:56:40.688182,0,,
txn_scaled_0321,cust_0013,8319.7,card,failed,authentication_failed,customer,business_decline,False,2026-08-29T01:13:31.337987,0,,
txn_scaled_0322,cust_0017,20635.25,card,success,,,,False,2026-08-28T21:21:43.239278,0,,
txn_scaled_0323,cust_0078,13085.14,wallet,success,,,,False,2026-08-28T19:04:44.064366,0,,
txn_scaled_0324,cust_0020,771.66,UPI,success,,,,False,2026-08-29T07:03:57.188582,0,,
txn_scaled_0325,cust_0066,836.26,netbanking,failed,incorrect_otp,customer,business_decline,False,2026-08-31T02:35:15.724076,0,,
txn_scaled_0326,cust_0010,1286.92,UPI,success,,,,False,2026-09-02T12:45:11.367595,0,,
txn_scaled_0327,cust_0052,2504.29,netbanking,success,,,,False,2026-09-01T04:24:42.934700,0,,
txn_scaled_0328,cust_0074,382.93,card,failed,authentication_failed,customer,business_decline,False,2026-08-27T21:03:41.682085,0,,
txn_scaled_0329,cust_0053,359.48,netbanking,success,,,,False,2026-08-30T17:34:44.200709,0,,
txn_scaled_0330,cust_0062,247.76,UPI,success,,,,False,2026-09-03T07:07:25.788896,0,,
txn_scaled_0331,cust_0059,19045.02,UPI,success,,,,False,2026-08-28T01:31:01.227819,0,,
txn_scaled_0332,cust_0003,449.91,UPI,success,,,,False,2026-09-02T21:53:48.574884,0,,
txn_scaled_0333,cust_0058,3773.92,UPI,success,,,,False,2026-09-01T05:05:23.657208,0,,
txn_scaled_0334,cust_0032,9735.48,UPI,success,,,,False,2026-08-28T15:44:05.878661,0,,
txn_scaled_0335,cust_0008,111.75,netbanking,success,,,,False,2026-08-29T00:45:10.251595,0,,
txn_scaled_0336,cust_0019,12722.26,netbanking,success,,,,False,2026-09-01T19:55:28.019146,0,,
txn_scaled_0337,cust_0032,5465.54,card,failed,incorrect_otp,customer,business_decline,False,2026-08-29T03:09:40.030114,0,,
txn_scaled_0338,cust_0013,10971.61,netbanking,success,,,,False,2026-08-30T10:46:51.473778,0,,
txn_scaled_0339,cust_0025,794.7,UPI,success,,,,False,2026-09-02T23:13:57.330201,0,,
txn_scaled_0340,cust_0076,532.07,netbanking,success,,,,False,2026-08-28T20:40:16.687587,0,,
txn_scaled_0341,cust_0047,551.99,UPI,success,,,,False,2026-09-03T00:24:54.965753,0,,
txn_scaled_0342,cust_0055,692.99,card,success,,,,False,2026-08-27T18:35:15.679349,0,,
txn_scaled_0343,cust_0034,3727.87,card,success,,,,False,2026-08-30T04:31:36.208268,0,,
txn_scaled_0344,cust_0041,1937.49,card,success,,,,False,2026-08-28T12:54:43.880820,0,,
txn_scaled_0345,cust_0059,356.47,UPI,success,,,,False,2026-08-30T12:15:54.934899,0,,
txn_scaled_0346,cust_0062,4147.13,UPI,success,,,,False,2026-09-02T00:21:49.914611,0,,
txn_scaled_0347,cust_0035,280.73,UPI,failed,insufficient_funds,customer,business_decline,False,2026-08-30T14:37:37.586314,0,,
txn_scaled_0348,cust_0060,773.17,UPI,success,,,,False,2026-08-29T23:29:17.926237,0,,
txn_scaled_0349,cust_0039,920.8,netbanking,success,,,,False,2026-08-29T20:27:16.978938,0,,
txn_scaled_0350,cust_0070,228.82,card,success,,,,False,2026-09-01T04:25:37.423456,0,,
txn_scaled_0351,cust_0024,707.96,card,success,,,,False,2026-09-01T06:59:16.603465,0,,
txn_scaled_0352,cust_0035,198.08,UPI,success,,,,False,2026-08-29T10:16:10.991339,0,,
txn_scaled_0353,cust_0024,1584.04,card,success,,,,False,2026-09-01T10:13:50.139017,0,,
txn_scaled_0354,cust_0005,881.81,card,success,,,,False,2026-08-27T16:19:06.425669,0,,
txn_scaled_0355,cust_0062,11167.08,UPI,failed,authentication_failed,customer,business_decline,True,2026-09-02T18:45:54.991223,0,,
txn_scaled_0356,cust_0061,839.78,card,failed,card_expired,customer,business_decline,False,2026-09-02T16:50:00.097290,0,,
txn_scaled_0357,cust_0038,584.94,card,success,,,,False,2026-09-02T21:41:22.586602,0,,
txn_scaled_0358,cust_0079,879.57,UPI,success,,,,False,2026-09-01T22:05:04.419503,0,,
txn_scaled_0359,cust_0054,5058.24,UPI,success,,,,False,2026-09-01T08:41:46.028236,0,,
txn_scaled_0360,cust_0026,581.67,UPI,success,,,,False,2026-08-30T02:54:48.509610,0,,
txn_scaled_0361,cust_0020,309.58,UPI,success,,,,False,2026-09-03T11:33:01.722970,0,,
txn_scaled_0362,cust_0036,18094.42,UPI,success,,,,False,2026-08-29T13:53:53.124865,0,,
txn_scaled_0363,cust_0075,630.83,netbanking,success,,,,False,2026-08-29T20:55:16.495682,0,,
txn_scaled_0364,cust_0034,387.5,UPI,failed,insufficient_funds,customer,business_decline,False,2026-08-28T17:07:33.474644,0,,
txn_scaled_0365,cust_0015,555.88,UPI,success,,,,False,2026-08-31T05:15:31.467577,0,,
txn_scaled_0366,cust_0056,874.74,card,failed,insufficient_funds,customer,business_decline,False,2026-09-02T22:29:08.767971,0,,
txn_scaled_0367,cust_0073,615.91,netbanking,failed,card_expired,customer,business_decline,False,2026-08-30T09:21:48.050902,0,,
txn_scaled_0368,cust_0056,354.0,card,failed,card_expired,customer,business_decline,False,2026-08-28T02:05:59.177862,0,,
txn_scaled_0369,cust_0042,2241.04,UPI,failed,authentication_failed,customer,business_decline,False,2026-09-01T06:03:43.966797,0,,
txn_scaled_0370,cust_0070,3734.21,card,failed,insufficient_funds,customer,business_decline,False,2026-09-03T05:50:05.575586,0,,
txn_scaled_0371,cust_0000,385.06,UPI,success,,,,False,2026-08-29T21:30:46.998255,0,,
txn_scaled_0372,cust_0063,807.82,UPI,success,,,,False,2026-08-30T02:55:52.792751,0,,
txn_scaled_0373,cust_0056,3935.68,card,success,,,,False,2026-08-28T08:01:03.965822,0,,
txn_scaled_0374,cust_0020,885.2,UPI,failed,insufficient_funds,customer,business_decline,False,2026-09-01T07:47:38.316300,0,,
txn_scaled_0375,cust_0019,958.18,netbanking,success,,,,False,2026-08-31T00:16:22.494753,0,,
txn_scaled_0376,cust_0060,14049.83,UPI,success,,,,False,2026-09-01T19:03:11.548006,0,,
txn_scaled_0377,cust_0017,15505.98,UPI,success,,,,False,2026-08-28T10:50:36.510058,0,,
txn_scaled_0378,cust_0000,13884.53,UPI,success,,,,False,2026-09-01T12:28:58.982911,0,,
txn_scaled_0379,cust_0019,2678.3,netbanking,success,,,,False,2026-08-31T08:58:48.136687,0,,
txn_scaled_0380,cust_0041,768.75,card,success,,,,False,2026-08-28T09:54:24.901980,0,,
txn_scaled_0381,cust_0052,663.85,netbanking,success,,,,False,2026-09-03T04:40:02.113506,0,,
txn_scaled_0382,cust_0019,2464.51,netbanking,failed,card_expired,customer,business_decline,False,2026-08-31T00:47:05.232712,0,,
txn_scaled_0383,cust_0067,755.45,UPI,failed,bank_technical_error,gateway,technical_decline,False,2026-08-28T03:02:44.873329,0,,
txn_scaled_0384,cust_0033,4091.6,UPI,success,,,,False,2026-09-01T03:07:18.165646,0,,
txn_scaled_0385,cust_0068,1127.23,card,success,,,,False,2026-08-31T20:09:30.316378,0,,
txn_scaled_0386,cust_0008,204.34,card,success,,,,False,2026-09-01T20:33:30.956972,0,,
txn_scaled_0387,cust_0012,316.25,card,success,,,,False,2026-08-29T04:15:28.409677,0,,
txn_scaled_0388,cust_0003,211.49,UPI,success,,,,False,2026-09-03T04:16:24.662144,0,,
txn_scaled_0389,cust_0067,668.57,UPI,success,,,,False,2026-08-31T14:46:31.102220,0,,
txn_scaled_0390,cust_0048,360.48,UPI,success,,,,False,2026-08-30T03:53:19.169109,0,,
txn_scaled_0391,cust_0032,569.59,card,success,,,,False,2026-08-29T19:58:14.734197,0,,
txn_scaled_0392,cust_0009,2582.6,UPI,success,,,,False,2026-08-31T09:47:21.826876,0,,
txn_scaled_0393,cust_0032,418.08,netbanking,success,,,,False,2026-08-31T07:15:05.700499,0,,
txn_scaled_0394,cust_0045,17484.88,UPI,success,,,,False,2026-08-30T11:25:53.744628,0,,
txn_scaled_0395,cust_0035,20132.22,wallet,success,,,,False,2026-09-03T10:38:22.350307,0,,
txn_scaled_0396,cust_0036,351.8,UPI,success,,,,False,2026-08-29T01:40:31.855536,0,,
txn_scaled_0397,cust_0017,424.58,wallet,success,,,,False,2026-08-30T02:27:15.546890,0,,
txn_scaled_0398,cust_0074,4067.01,UPI,failed,authentication_failed,customer,business_decline,False,2026-08-31T22:42:11.926264,0,,
txn_scaled_0399,cust_0046,2682.91,UPI,success,,,,False,2026-08-30T18:49:00.484385,0,,
txn_scaled_0400,cust_0037,8098.2,UPI,success,,,,False,2026-08-29T06:34:40.904686,0,,
txn_scaled_0401,cust_0028,2655.22,wallet,success,,,,False,2026-08-28T11:29:46.966996,0,,
txn_scaled_0402,cust_0050,731.04,netbanking,failed,card_expired,customer,business_decline,False,2026-09-03T09:39:41.997395,0,,
txn_scaled_0403,cust_0047,2759.03,UPI,success,,,,False,2026-09-02T17:47:52.277390,0,,
txn_scaled_0404,cust_0078,840.55,netbanking,failed,insufficient_funds,customer,business_decline,False,2026-09-01T22:48:37.117395,0,,
txn_scaled_0405,cust_0038,935.09,card,failed,authentication_failed,customer,business_decline,False,2026-08-27T12:41:03.123748,0,,
txn_scaled_0406,cust_0069,198.95,UPI,success,,,,False,2026-08-31T13:35:12.139535,0,,
txn_scaled_0407,cust_0062,2133.86,UPI,success,,,,False,2026-08-30T04:34:13.540942,0,,
txn_scaled_0408,cust_0056,3053.18,card,success,,,,False,2026-08-27T20:18:24.233274,0,,
txn_scaled_0409,cust_0045,1335.34,netbanking,success,,,,False,2026-09-03T01:49:39.306072,0,,
txn_scaled_0410,cust_0027,2196.75,UPI,success,,,,False,2026-08-30T00:11:37.138217,0,,
txn_scaled_0411,cust_0016,859.85,card,failed,card_expired,customer,business_decline,False,2026-08-28T23:47:15.645134,0,,
txn_scaled_0412,cust_0076,363.96,netbanking,success,,,,False,2026-09-03T11:31:25.058465,0,,
txn_scaled_0413,cust_0022,751.06,UPI,success,,,,False,2026-09-02T17:31:56.544796,0,,
txn_scaled_0414,cust_0075,3089.3,netbanking,failed,incorrect_otp,customer,business_decline,False,2026-09-01T05:36:23.019805,0,,
txn_scaled_0415,cust_0046,4880.35,card,failed,bank_not_available,gateway,technical_decline,False,2026-08-30T21:46:33.683238,0,,
txn_scaled_0416,cust_0066,20453.23,netbanking,success,,,,False,2026-09-01T09:19:33.977004,0,,
txn_scaled_0417,cust_0054,596.72,UPI,success,,,,False,2026-08-29T16:44:08.234382,0,,
txn_scaled_0418,cust_0008,2848.98,card,success,,,,False,2026-09-02T14:47:59.327393,0,,
txn_scaled_0419,cust_0076,669.17,netbanking,success,,,,False,2026-08-30T18:51:59.224722,0,,
txn_scaled_0420,cust_0070,448.69,card,failed,insufficient_funds,customer,business_decline,False,2026-08-29T10:53:56.018405,0,,
txn_scaled_0421,cust_0012,16501.93,card,success,,,,False,2026-09-01T07:29:30.757922,0,,
txn_scaled_0422,cust_0060,850.16,UPI,success,,,,False,2026-09-03T00:43:17.775239,0,,
txn_scaled_0423,cust_0016,216.62,UPI,success,,,,False,2026-08-30T14:31:46.979100,0,,
txn_scaled_0424,cust_0045,5564.28,UPI,success,,,,False,2026-08-28T09:14:02.261273,0,,
txn_scaled_0425,cust_0036,678.11,UPI,success,,,,False,2026-08-30T07:07:51.976827,0,,
txn_scaled_0426,cust_0001,1229.26,UPI,failed,bank_technical_error,gateway,technical_decline,False,2026-09-03T10:00:00.000000,3,,
txn_scaled_0427,cust_0003,748.6,card,failed,payment_timed_out,gateway,technical_decline,False,2026-09-03T09:00:00.000000,0,,RECENT
txn_scaled_0428,cust_0005,3541.27,netbanking,failed,bank_not_available,gateway,technical_decline,False,2026-09-03T08:00:00.000000,0,2026-07-01T00:00:00.000000,
txn_scaled_0429,cust_0061,860.87,card,success,,,,False,2026-09-02T00:05:25.633444,0,,
txn_scaled_0430,cust_0033,3784.15,UPI,success,,,,False,2026-08-28T00:20:41.869111,0,,
txn_scaled_0431,cust_0071,162.44,card,success,,,,False,2026-08-29T20:48:20.230532,0,,
txn_scaled_0432,cust_0069,865.94,UPI,success,,,,False,2026-09-03T01:45:32.860771,0,,
txn_scaled_0433,cust_0067,684.89,UPI,success,,,,False,2026-09-02T09:33:04.686142,0,,
txn_scaled_0434,cust_0030,151.03,card,success,,,,False,2026-08-31T16:09:56.546563,0,,
txn_scaled_0435,cust_0010,9641.05,UPI,success,,,,False,2026-08-31T13:34:12.771205,0,,
txn_scaled_0436,cust_0040,375.02,UPI,success,,,,False,2026-09-01T19:54:02.735858,0,,
txn_scaled_0437,cust_0009,657.97,UPI,success,,,,False,2026-09-03T10:26:06.011676,0,,
txn_scaled_0438,cust_0064,228.02,netbanking,success,,,,False,2026-09-01T15:26:46.789159,0,,
txn_scaled_0439,cust_0069,958.64,card,success,,,,False,2026-08-29T13:48:19.053307,0,,
txn_scaled_0440,cust_0038,363.68,UPI,failed,payment_timed_out,gateway,technical_decline,False,2026-08-27T23:27:53.947349,0,,
txn_scaled_0441,cust_0026,22149.52,UPI,failed,insufficient_funds,customer,business_decline,False,2026-08-29T11:26:28.149218,0,,
txn_scaled_0442,cust_0011,240.9,UPI,success,,,,False,2026-08-30T01:26:24.766267,0,,
txn_scaled_0443,cust_0033,837.27,card,success,,,,False,2026-09-02T08:51:15.220750,0,,
txn_scaled_0444,cust_0019,200.01,netbanking,success,,,,False,2026-08-30T16:20:26.993089,0,,
txn_scaled_0445,cust_0039,771.7,UPI,success,,,,False,2026-08-31T22:44:18.763530,0,,
txn_scaled_0446,cust_0013,4092.91,wallet,success,,,,False,2026-09-01T00:34:55.161785,0,,
txn_scaled_0447,cust_0030,859.12,netbanking,success,,,,False,2026-08-28T10:44:46.474926,0,,
txn_scaled_0448,cust_0042,720.02,UPI,failed,incorrect_otp,customer,business_decline,False,2026-08-29T00:33:32.647130,0,,
txn_scaled_0449,cust_0048,2832.3,card,success,,,,False,2026-08-28T09:28:33.529698,0,,
txn_scaled_0450,cust_0039,2979.47,netbanking,success,,,,False,2026-08-28T18:08:59.596788,0,,
txn_scaled_0451,cust_0035,2274.91,UPI,success,,,,False,2026-08-28T10:47:19.340660,0,,
txn_scaled_0452,cust_0068,544.31,UPI,failed,card_expired,customer,business_decline,False,2026-09-01T04:22:00.559704,0,,
txn_scaled_0453,cust_0044,454.12,card,success,,,,False,2026-08-29T09:36:15.947317,0,,
txn_scaled_0454,cust_0073,4951.81,UPI,failed,authentication_failed,customer,business_decline,False,2026-09-02T04:04:00.357181,0,,
txn_scaled_0455,cust_0025,4300.01,UPI,failed,insufficient_funds,customer,business_decline,True,2026-08-31T22:48:38.853867,0,,
txn_scaled_0456,cust_0038,2920.2,card,success,,,,False,2026-08-30T22:48:12.309559,0,,
txn_scaled_0457,cust_0024,19300.25,card,success,,,,False,2026-08-31T13:21:54.057334,0,,
txn_scaled_0458,cust_0038,844.32,card,success,,,,False,2026-08-31T15:46:45.737935,0,,
txn_scaled_0459,cust_0077,21414.65,card,failed,insufficient_funds,customer,business_decline,False,2026-08-29T22:00:34.038784,0,,
txn_scaled_0460,cust_0021,1175.51,card,success,,,,False,2026-08-29T21:18:47.069425,0,,
txn_scaled_0461,cust_0030,348.04,card,success,,,,False,2026-08-29T18:58:13.178447,0,,
txn_scaled_0462,cust_0060,3022.82,UPI,success,,,,False,2026-08-30T05:18:21.501093,0,,
txn_scaled_0463,cust_0049,813.87,card,success,,,,False,2026-08-31T00:56:40.688182,0,,
txn_scaled_0464,cust_0013,8526.33,card,failed,authentication_failed,customer,business_decline,False,2026-08-29T01:13:31.337987,0,,
txn_scaled_0465,cust_0017,19491.36,card,success,,,,False,2026-08-28T21:21:43.239278,0,,
txn_scaled_0466,cust_0078,13624.8,wallet,success,,,,False,2026-08-28T19:04:44.064366,0,,
txn_scaled_0467,cust_0020,761.43,UPI,success,,,,False,2026-08-29T07:03:57.188582,0,,
txn_scaled_0468,cust_0066,845.0,netbanking,failed,incorrect_otp,customer,business_decline,False,2026-08-31T02:35:15.724076,0,,
txn_scaled_0469,cust_0010,1384.26,UPI,success,,,,False,2026-09-02T12:45:11.367595,0,,
txn_scaled_0470,cust_0052,2802.24,netbanking,success,,,,False,2026-09-01T04:24:42.934700,0,,
txn_scaled_0471,cust_0074,475.74,card,failed,authentication_failed,customer,business_decline,False,2026-08-27T21:03:41.682085,0,,
txn_scaled_0472,cust_0053,396.16,netbanking,success,,,,False,2026-08-30T17:34:44.200709,0,,
txn_scaled_0473,cust_0062,262.81,UPI,success,,,,False,2026-09-03T07:07:25.788896,0,,
txn_scaled_0474,cust_0059,14840.97,UPI,success,,,,False,2026-08-28T01:31:01.227819,0,,
txn_scaled_0475,cust_0003,433.99,UPI,success,,,,False,2026-09-02T21:53:48.574884,0,,
txn_scaled_0476,cust_0058,4653.67,UPI,success,,,,False,2026-09-01T05:05:23.657208,0,,
txn_scaled_0477,cust_0032,9160.51,UPI,success,,,,False,2026-08-28T15:44:05.878661,0,,
txn_scaled_0478,cust_0008,103.13,netbanking,success,,,,False,2026-08-29T00:45:10.251595,0,,
txn_scaled_0479,cust_0019,13309.56,netbanking,success,,,,False,2026-09-01T19:55:28.019146,0,,
txn_scaled_0480,cust_0032,4896.38,card,failed,incorrect_otp,customer,business_decline,False,2026-08-29T03:09:40.030114,0,,
txn_scaled_0481,cust_0013,11568.9,netbanking,success,,,,False,2026-08-30T10:46:51.473778,0,,
txn_scaled_0482,cust_0025,910.19,UPI,success,,,,False,2026-09-02T23:13:57.330201,0,,
txn_scaled_0483,cust_0076,519.17,netbanking,success,,,,False,2026-08-28T20:40:16.687587,0,,
txn_scaled_0484,cust_0047,503.58,UPI,success,,,,False,2026-09-03T00:24:54.965753,0,,
txn_scaled_0485,cust_0055,673.68,card,success,,,,False,2026-08-27T18:35:15.679349,0,,
txn_scaled_0486,cust_0034,3620.55,card,success,,,,False,2026-08-30T04:31:36.208268,0,,
txn_scaled_0487,cust_0041,2169.81,card,success,,,,False,2026-08-28T12:54:43.880820,0,,
txn_scaled_0488,cust_0059,362.24,UPI,success,,,,False,2026-08-30T12:15:54.934899,0,,
txn_scaled_0489,cust_0062,3679.82,UPI,success,,,,False,2026-09-02T00:21:49.914611,0,,
txn_scaled_0490,cust_0035,352.03,UPI,failed,insufficient_funds,customer,business_decline,False,2026-08-30T14:37:37.586314,0,,
txn_scaled_0491,cust_0060,742.77,UPI,success,,,,False,2026-08-29T23:29:17.926237,0,,
txn_scaled_0492,cust_0039,911.56,netbanking,success,,,,False,2026-08-29T20:27:16.978938,0,,
txn_scaled_0493,cust_0070,238.53,card,success,,,,False,2026-09-01T04:25:37.423456,0,,
txn_scaled_0494,cust_0024,825.52,card,success,,,,False,2026-09-01T06:59:16.603465,0,,
txn_scaled_0495,cust_0035,178.48,UPI,success,,,,False,2026-08-29T10:16:10.991339,0,,
txn_scaled_0496,cust_0024,1482.66,card,success,,,,False,2026-09-01T10:13:50.139017,0,,
txn_scaled_0497,cust_0005,880.65,card,success,,,,False,2026-08-27T16:19:06.425669,0,,
txn_scaled_0498,cust_0062,10455.13,UPI,failed,authentication_failed,customer,business_decline,True,2026-09-02T18:45:54.991223,0,,
txn_scaled_0499,cust_0061,818.94,card,failed,card_expired,customer,business_decline,False,2026-09-02T16:50:00.097290,0,,
txn_scaled_0500,cust_0038,568.59,card,success,,,,False,2026-09-02T21:41:22.586602,0,,
txn_scaled_0501,cust_0079,828.39,UPI,success,,,,False,2026-09-01T22:05:04.419503,0,,
txn_scaled_0502,cust_0054,4255.99,UPI,success,,,,False,2026-09-01T08:41:46.028236,0,,
txn_scaled_0503,cust_0026,596.24,UPI,success,,,,False,2026-08-30T02:54:48.509610,0,,
txn_scaled_0504,cust_0020,317.81,UPI,success,,,,False,2026-09-03T11:33:01.722970,0,,
txn_scaled_0505,cust_0036,21390.9,UPI,success,,,,False,2026-08-29T13:53:53.124865,0,,
txn_scaled_0506,cust_0075,594.03,netbanking,success,,,,False,2026-08-29T20:55:16.495682,0,,
txn_scaled_0507,cust_0034,364.75,UPI,failed,insufficient_funds,customer,business_decline,False,2026-08-28T17:07:33.474644,0,,
txn_scaled_0508,cust_0015,634.36,UPI,success,,,,False,2026-08-31T05:15:31.467577,0,,
txn_scaled_0509,cust_0056,985.82,card,failed,insufficient_funds,customer,business_decline,False,2026-09-02T22:29:08.767971,0,,
txn_scaled_0510,cust_0073,538.52,netbanking,failed,card_expired,customer,business_decline,False,2026-08-30T09:21:48.050902,0,,
txn_scaled_0511,cust_0056,447.45,card,failed,card_expired,customer,business_decline,False,2026-08-28T02:05:59.177862,0,,
